324008,Anantpura, Kota,Rajasthan
324009,Borkhera, Kota,Rajasthan
324010,Rawatbhata Road Area, Kota,Rajasthan
324011,Dadabari, Kota,Rajasthan
324012,Industrial Area (RIICO), Kota,Rajasthan
pincode,area,city,state
324101,Ramganj Mandi, Kota,Rajasthan
324102,Sangod, Kota,Rajasthan
324103,Ladpura, Kota,Rajasthan
324104,Kaithoon, Kota,Rajasthan
324105,Digod, Kota,Rajasthan
324106,Pipalda, Kota,Rajasthan
324107,Itawa, Kota,Rajasthan
324108,Chechat, Kota,Rajasthan
pincode,area,city,state
305001,Ajmer HO, Ajmer City, Ajmer,Rajasthan
305002,Dargah Sharif Area, Ajmer,Rajasthan
305003,Beawar Road Area, Ajmer,Rajasthan
305004,Vaishali Nagar, Ajmer,Rajasthan
305005,Pushkar Road Area, Ajmer,Rajasthan
305006,Adarsh Nagar, Ajmer,Rajasthan
305007,Kotra, Ajmer,Rajasthan
305008,Makhupura Industrial Area, Ajmer,Rajasthan
305009,Anasagar Area, Ajmer,Rajasthan
305010,Alwar Gate Area, Ajmer,Rajasthan
pincode,area,city,state
305201,Kishangarh, Ajmer,Rajasthan
305202,Pushkar, Ajmer,Rajasthan
305203,Srinagar (Ajmer), Ajmer,Rajasthan
305204,Masuda, Ajmer,Rajasthan
305205,Nasirabad, Ajmer,Rajasthan
305206,Sarwar, Ajmer,Rajasthan
305207,Jawaja, Ajmer,Rajasthan
305208,Pisangan, Ajmer,Rajasthan
pincode,area,city,state
334001,Bikaner HO, Bikaner City, Bikaner,Rajasthan
334002,Junagarh Fort Area, Bikaner,Rajasthan
334003,Rani Bazar, Bikaner,Rajasthan
334004,Ganganagar Road Area, Bikaner,Rajasthan
334005,Shivbari, Bikaner,Rajasthan
334006,Murlidhar Vyas Colony, Bikaner,Rajasthan
334007,Lalgarh, Bikaner,Rajasthan
334008,Nokha Road Area, Bikaner,Rajasthan
334009,Karni Nagar, Bikaner,Rajasthan
334010,Industrial Area (RIICO), Bikaner,Rajasthan
pincode,area,city,state
334021,Deshnok, Bikaner,Rajasthan
334022,Nokha, Bikaner,Rajasthan
334023,Kolayat, Bikaner,Rajasthan
334024,Lunkaransar, Bikaner,Rajasthan
334025,Pugal, Bikaner,Rajasthan
334026,Khajuwala, Bikaner,Rajasthan
334027,Dungargarh, Bikaner,Rajasthan
334028,Sridungargarh, Bikaner,Rajasthan
pincode,area,city,state
301001,Alwar HO, Alwar City, Alwar,Rajasthan
301002,Bala Quila Area, Alwar,Rajasthan
301003,Hope Circus Area, Alwar,Rajasthan
301004,Scheme No. 1, Alwar,Rajasthan
301005,Scheme No. 2, Alwar,Rajasthan
301006,MIA (Matsya Industrial Area), Alwar,Rajasthan
301007,NEB Housing Board, Alwar,Rajasthan
301008,Shivaji Park, Alwar,Rajasthan
301009,Karamchari Colony, Alwar,Rajasthan
301010,Siliserh Road Area, Alwar,Rajasthan
pincode,area,city,state
301019,Bhiwadi, Alwar,Rajasthan
301020,Tapukara, Alwar,Rajasthan
301021,Khairthal, Alwar,Rajasthan
301022,Tijara, Alwar,Rajasthan
301023,Kishangarh Bas, Alwar,Rajasthan
301024,Rajgarh (Alwar), Alwar,Rajasthan
301025,Thanagazi, Alwar,Rajasthan
301026,Laxmangarh, Alwar,Rajasthan
301027,Behror, Alwar,Rajasthan
pincode,area,city,state
321001,Bharatpur HO, Bharatpur City, Bharatpur,Rajasthan
321002,Kumher Gate Area, Bharatpur,Rajasthan
321003,Mathura Gate Area, Bharatpur,Rajasthan
321004,Atal Bandh Area, Bharatpur,Rajasthan
321005,Krishna Nagar, Bharatpur,Rajasthan
321006,Sewla, Bharatpur,Rajasthan
321007,Deeg Road Area, Bharatpur,Rajasthan
321008,Bharatpur Industrial Area, Bharatpur,Rajasthan
pincode,area,city,state
321201,Deeg, Bharatpur,Rajasthan
321202,Kumher, Bharatpur,Rajasthan
321203,Nadbai, Bharatpur,Rajasthan
321204,Rupbas, Bharatpur,Rajasthan
321205,Weir, Bharatpur,Rajasthan
321206,Bayana, Bharatpur,Rajasthan
321207,Kaman, Bharatpur,Rajasthan
321208,Pahari, Bharatpur,Rajasthan
pincode,area,city,state
332001,Sikar HO, Sikar City, Sikar,Rajasthan
332002,Fatehpur Road Area, Sikar,Rajasthan
332003,Piprali Road Area, Sikar,Rajasthan
332004,Industrial Area (RIICO), Sikar,Rajasthan
332005,Laxmangarh Road Area, Sikar,Rajasthan
332006,Shivsinghpura, Sikar,Rajasthan
332007,Radhakishanpura, Sikar,Rajasthan
332008,Nawalgarh Road Area, Sikar,Rajasthan
pincode,area,city,state
332021,Laxmangarh, Sikar,Rajasthan
332022,Fatehpur (Shekhawati), Sikar,Rajasthan
332023,Danta Ramgarh, Sikar,Rajasthan
332024,Neem Ka Thana, Sikar,Rajasthan
332025,Reengus, Sikar,Rajasthan
332026,Khatushyamji, Sikar,Rajasthan
332027,Palsana, Sikar,Rajasthan
332028,Losal, Sikar,Rajasthan
